

Software Version	3.14.03



Experiment File Path:	C:\Users\Public\Documents\Experiments\Hermina\serial_passage\8July24\day1--8July24.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\rough_growth_curve.prt



Plate Number	Plate 1
Date	08/07/2024
Time	11:59:28
Reader Type:	Epoch 2
Reader Serial Number:	23053024
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 30°C, Gradient 1 °C
	Preheat before moving to next step
Read	OD 600
	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:10:00, 145 Reads
    Shake	Double Orbital: Continuous
	Frequency: 205 cpm (5 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

OD 600:600

16:09:16	30.1	0.2853	1.5903	1.6429	1.6250	1.5862	1.6443	1.6587	1.6117	1.5292	1.5665	0.2695	0.2738	1.6111	1.7286	1.4431	1.7175	1.5775	0.2690	1.4159	1.6037	1.5860	0.2676	0.2776	1.5229	1.5037	1.0820	1.5902	1.1652	1.5509	0.2691	1.5413	1.6362	1.5311	1.6162	0.2676	1.5643	1.6506	1.5807	1.5963	1.5643	1.6061	0.2626	1.6391	1.5933	1.6958	1.4565	0.2578	1.5122	1.5636	1.6918	1.4901	1.6867	1.5837	0.2720	1.5816	0.2612	1.2881	1.5749	0.2716	1.5503	1.0842	1.5140	1.6086	1.4658	0.2647	0.2603	1.7148	0.2582	1.5550	1.5718	0.2527	1.5614	1.7187	1.5523	1.5797	1.5183	1.6449	0.2553	1.2534	0.2496	1.6391	1.5145	0.2645	1.4324	0.2708	1.6673	0.2568	1.6436	1.4249	1.6199	1.5275	0.2910	1.5048	1.6080	1.7687	0.2808
16:19:16	30.1	0.2853	1.5822	1.6428	1.6191	1.5843	1.6429	1.6582	1.6117	1.5190	1.5648	0.2694	0.2736	1.6029	1.7289	1.4423	1.7182	1.5768	0.2689	1.4017	1.6045	1.5889	0.2674	0.2774	1.5225	1.4968	1.0715	1.5900	1.1545	1.5191	0.2690	1.5352	1.6371	1.5441	1.6171	0.2675	1.5660	1.6521	1.5871	1.5957	1.5679	1.6079	0.2625	1.6427	1.5940	1.6955	1.4584	0.2576	1.4902	1.5638	1.6924	1.4935	1.6895	1.5847	0.2719	1.5808	0.2612	1.2828	1.5767	0.2715	1.5544	1.0765	1.5129	1.6117	1.4602	0.2664	0.2601	1.7161	0.2575	1.5458	1.5737	0.2526	1.5643	1.7195	1.5448	1.5845	1.5289	1.6482	0.2551	1.2497	0.2494	1.6414	1.5148	0.2642	1.4336	0.2706	1.6697	0.2566	1.6469	1.4287	1.6193	1.5305	0.2908	1.4983	1.6110	1.7692	0.2806
16:29:16	30.1	0.2851	1.5992	1.6456	1.5892	1.5866	1.6457	1.6594	1.6115	1.5240	1.5653	0.2694	0.2738	1.5983	1.7308	1.4404	1.7194	1.5774	0.2690	1.3650	1.6059	1.5892	0.2675	0.2775	1.5209	1.4956	1.0625	1.5916	1.1432	1.5141	0.2691	1.5405	1.6358	1.5201	1.6198	0.2676	1.5655	1.6519	1.5849	1.5977	1.5731	1.6099	0.2625	1.6424	1.5953	1.6966	1.4588	0.2580	1.4942	1.5633	1.6913	1.4900	1.6885	1.5866	0.2720	1.5799	0.2613	1.2773	1.5797	0.2718	1.5547	1.0678	1.5080	1.6106	1.4555	0.2641	0.2601	1.7173	0.2611	1.5513	1.5723	0.2527	1.5652	1.7179	1.5472	1.5782	1.5208	1.6499	0.2554	1.2460	0.2495	1.6422	1.5181	0.2643	1.4364	0.2708	1.6657	0.2568	1.6470	1.4270	1.6116	1.5320	0.2910	1.4947	1.6094	1.7702	0.2807
16:39:16	30.1	0.2851	1.5637	1.6454	1.6054	1.5847	1.6446	1.6616	1.6135	1.5109	1.5674	0.2693	0.2736	1.6211	1.7300	1.4421	1.7192	1.5778	0.2689	1.3391	1.6060	1.5872	0.2673	0.2776	1.5250	1.4897	1.0563	1.5923	1.1359	1.5090	0.2690	1.5429	1.6367	1.5510	1.6202	0.2675	1.5639	1.6519	1.5892	1.5959	1.5739	1.6079	0.2626	1.6426	1.5956	1.6963	1.4607	0.2577	1.5235	1.5618	1.6931	1.4849	1.6911	1.5863	0.2719	1.5798	0.2612	1.2712	1.5826	0.2716	1.5562	1.0624	1.5038	1.6125	1.4647	0.2652	0.2602	1.7187	0.2583	1.5540	1.5759	0.2527	1.5685	1.7191	1.5453	1.5829	1.5243	1.6491	0.2551	1.2419	0.2494	1.6420	1.5191	0.2643	1.4398	0.2707	1.6677	0.2567	1.6468	1.4278	1.6140	1.5344	0.2910	1.4888	1.6078	1.7703	0.2806
16:49:16	30.1	0.2853	1.5774	1.6468	1.6078	1.5889	1.6451	1.6625	1.6139	1.5009	1.5621	0.2694	0.2738	1.5990	1.7309	1.4396	1.7201	1.5806	0.2688	1.3407	1.6058	1.5890	0.2675	0.2775	1.5146	1.4970	1.0480	1.5940	1.1234	1.5160	0.2691	1.5262	1.6386	1.5346	1.6201	0.2676	1.5621	1.6522	1.5961	1.5989	1.5765	1.6090	0.2625	1.6426	1.5978	1.6974	1.4593	0.2578	1.4906	1.5620	1.6940	1.4835	1.6925	1.5898	0.2716	1.6180	0.2613	1.2641	1.5818	0.2715	1.5577	1.0554	1.5008	1.6136	1.4511	0.2643	0.2603	1.7180	0.2610	1.5607	1.5759	0.2527	1.5659	1.7195	1.5450	1.5884	1.5134	1.6510	0.2552	1.2385	0.2496	1.6431	1.5172	0.2643	1.4395	0.2707	1.6692	0.2566	1.6455	1.4198	1.6054	1.5373	0.2912	1.4813	1.6080	1.7697	0.2809
16:59:16	30.1	0.2851	1.5740	1.6465	1.6137	1.5907	1.6485	1.6655	1.6142	1.5076	1.5643	0.2695	0.2737	1.6019	1.7310	1.4376	1.7211	1.5828	0.2690	1.3466	1.6072	1.5894	0.2676	0.2775	1.5194	1.4868	1.0404	1.5941	1.1139	1.5054	0.2691	1.5306	1.6365	1.5203	1.6206	0.2676	1.5640	1.6537	1.5938	1.5988	1.5632	1.6119	0.2626	1.6432	1.5988	1.6993	1.4611	0.2578	1.4899	1.5756	1.6940	1.4832	1.6936	1.5912	0.2718	1.5777	0.2614	1.2568	1.5824	0.2719	1.5597	1.0481	1.5007	1.6144	1.4481	0.2641	0.2603	1.7192	0.2574	1.5508	1.5773	0.2527	1.5653	1.7176	1.5359	1.5888	1.5172	1.6510	0.2552	1.2375	0.2496	1.6415	1.5148	0.2644	1.4421	0.2708	1.6686	0.2568	1.6465	1.4227	1.6055	1.5374	0.2910	1.4725	1.6093	1.7685	0.2811
17:09:16	30.1	0.2853	1.5989	1.6477	1.6178	1.5898	1.6500	1.6628	1.6138	1.5086	1.5655	0.2694	0.2737	1.6035	1.7312	1.4384	1.7199	1.5820	0.2689	1.3470	1.6069	1.5912	0.2676	0.2776	1.5137	1.4898	1.0336	1.5942	1.1049	1.5070	0.2690	1.5523	1.6406	1.5402	1.6218	0.2676	1.5657	1.6546	1.5927	1.6001	1.5624	1.6120	0.2626	1.6447	1.6014	1.6989	1.4615	0.2577	1.4896	1.5839	1.6932	1.4800	1.6931	1.5870	0.2718	1.5785	0.2613	1.2496	1.5812	0.2715	1.5561	1.0426	1.5034	1.6149	1.4441	0.2645	0.2604	1.7203	0.2593	1.5732	1.5781	0.2526	1.5668	1.7198	1.5460	1.5873	1.5132	1.6529	0.2553	1.2326	0.2494	1.6451	1.5143	0.2643	1.4424	0.2707	1.6673	0.2568	1.6462	1.4222	1.6027	1.5375	0.2911	1.4671	1.6078	1.7694	0.2807
17:19:16	30.1	0.2853	1.6069	1.6486	1.6033	1.5889	1.6485	1.6625	1.6156	1.5130	1.5673	0.2694	0.2737	1.5972	1.7316	1.4361	1.7207	1.5841	0.2688	1.3305	1.6081	1.5922	0.2677	0.2776	1.5190	1.4854	1.0277	1.5962	1.0956	1.5099	0.2692	1.5282	1.6398	1.5250	1.6256	0.2676	1.5650	1.6558	1.5976	1.6015	1.5701	1.6126	0.2626	1.6449	1.6014	1.6993	1.4623	0.2579	1.5412	1.5646	1.6935	1.4782	1.6948	1.5903	0.2719	1.5846	0.2613	1.2424	1.5850	0.2717	1.5531	1.0365	1.4990	1.6155	1.4390	0.2645	0.2599	1.7220	0.2619	1.5730	1.5803	0.2527	1.5653	1.7214	1.5468	1.5823	1.5083	1.6521	0.2553	1.2265	0.2496	1.6439	1.5115	0.2644	1.4449	0.2709	1.6690	0.2566	1.6460	1.4219	1.6001	1.5443	0.2911	1.4590	1.6084	1.7708	0.2807
17:29:16	30.1	0.2852	1.5970	1.6497	1.6028	1.5899	1.6492	1.6658	1.6168	1.5134	1.5636	0.2694	0.2737	1.5881	1.7329	1.4347	1.7214	1.5842	0.2689	1.3191	1.6069	1.5920	0.2675	0.2775	1.5230	1.5313	1.0234	1.5956	1.0903	1.5117	0.2690	1.5275	1.6388	1.5485	1.6261	0.2675	1.5656	1.6549	1.5864	1.6003	1.5714	1.6159	0.2625	1.6460	1.6011	1.6992	1.4635	0.2576	1.5037	1.5750	1.6937	1.4754	1.6940	1.5909	0.2718	1.5966	0.2614	1.2353	1.5826	0.2717	1.5593	1.0326	1.4996	1.6171	1.4342	0.2659	0.2603	1.7226	0.2573	1.5760	1.5793	0.2527	1.5682	1.7213	1.5290	1.5876	1.5181	1.6530	0.2552	1.2225	0.2495	1.6451	1.5110	0.2643	1.4470	0.2707	1.6696	0.2567	1.6475	1.4207	1.5959	1.5398	0.2910	1.4530	1.6100	1.7702	0.2808
17:39:16	30.0	0.2852	1.5939	1.6492	1.5884	1.5940	1.6495	1.6659	1.6178	1.5052	1.5698	0.2694	0.2736	1.6040	1.7328	1.4320	1.7223	1.5858	0.2689	1.3172	1.6088	1.5904	0.2674	0.2776	1.5218	1.4770	1.0175	1.5958	1.0817	1.5025	0.2691	1.5245	1.6401	1.5351	1.6237	0.2677	1.5644	1.6556	1.5929	1.6019	1.5649	1.6143	0.2625	1.6455	1.6041	1.7010	1.4638	0.2578	1.4896	1.5830	1.6950	1.4715	1.6961	1.5930	0.2718	1.5866	0.2613	1.2267	1.5861	0.2715	1.5615	1.0273	1.4947	1.6178	1.4278	0.2643	0.2603	1.7208	0.2594	1.5627	1.5820	0.2527	1.5698	1.7226	1.5525	1.5885	1.5128	1.6533	0.2552	1.2142	0.2495	1.6513	1.5075	0.2644	1.4472	0.2707	1.6686	0.2565	1.6460	1.4189	1.6000	1.5443	0.2909	1.4472	1.6104	1.7697	0.2807
17:49:16	30.2	0.2852	1.5759	1.6487	1.5942	1.5967	1.6499	1.6669	1.6195	1.5464	1.5686	0.2694	0.2737	1.5720	1.7331	1.4307	1.7226	1.5866	0.2691	1.3206	1.6103	1.5925	0.2674	0.2775	1.5223	1.4758	1.0114	1.5998	1.0740	1.5249	0.2691	1.5267	1.6399	1.5219	1.6261	0.2676	1.5633	1.6566	1.5870	1.6022	1.5694	1.6136	0.2625	1.6459	1.6057	1.7010	1.4639	0.2578	1.5251	1.5718	1.6944	1.4756	1.6973	1.5928	0.2720	1.5889	0.2614	1.2193	1.5831	0.2717	1.5615	1.0218	1.5298	1.6204	1.4236	0.2666	0.2604	1.7226	0.2618	1.5765	1.5833	0.2527	1.5694	1.7239	1.5251	1.5889	1.5072	1.6537	0.2552	1.2084	0.2496	1.6503	1.5064	0.2643	1.4487	0.2707	1.6703	0.2566	1.6495	1.4179	1.5963	1.5436	0.2910	1.4435	1.6086	1.7718	0.2808
17:59:16	30.1	0.2852	1.5738	1.6500	1.5831	1.5961	1.6510	1.6691	1.6191	1.4886	1.5670	0.2694	0.2737	1.5983	1.7335	1.4295	1.7232	1.5869	0.2690	1.3133	1.6103	1.5933	0.2674	0.2774	1.5212	1.4806	1.0057	1.5991	1.0664	1.4921	0.2691	1.5800	1.6417	1.5340	1.6282	0.2674	1.5632	1.6569	1.5947	1.6020	1.5574	1.6153	0.2625	1.6463	1.6053	1.7022	1.4635	0.2577	1.4993	1.5784	1.6957	1.4694	1.6957	1.5957	0.2718	1.5929	0.2612	1.2099	1.5836	0.2715	1.5641	1.0173	1.4854	1.6193	1.4173	0.2642	0.2600	1.7241	0.2597	1.5802	1.5830	0.2527	1.5690	1.7244	1.5227	1.5890	1.5087	1.6534	0.2551	1.2017	0.2494	1.6474	1.5053	0.2642	1.4500	0.2707	1.6711	0.2566	1.6496	1.4170	1.5947	1.5485	0.2908	1.4381	1.6098	1.7728	0.2806
18:09:16	30.1	0.2853	1.5845	1.6519	1.5811	1.5937	1.6540	1.6697	1.6206	1.5204	1.5667	0.2695	0.2737	1.6139	1.7346	1.4274	1.7240	1.5883	0.2689	1.3140	1.6104	1.5943	0.2674	0.2775	1.5227	1.4810	1.0009	1.5990	1.0601	1.4883	0.2689	1.5357	1.6415	1.5255	1.6289	0.2676	1.5637	1.6578	1.5848	1.5991	1.5521	1.6150	0.2626	1.6486	1.6070	1.7021	1.4629	0.2578	1.4972	1.5792	1.6956	1.4676	1.6967	1.5961	0.2719	1.6006	0.2612	1.2023	1.5858	0.2715	1.5651	1.0143	1.4886	1.6206	1.4131	0.2640	0.2601	1.7241	0.2602	1.5812	1.5864	0.2526	1.5683	1.7247	1.5278	1.5903	1.5066	1.6552	0.2552	1.1940	0.2496	1.6474	1.5046	0.2642	1.4510	0.2706	1.6744	0.2567	1.6515	1.4159	1.5912	1.5484	0.2910	1.4332	1.6105	1.7722	0.2807
18:19:16	30.1	0.2854	1.6100	1.6516	1.5865	1.5952	1.6548	1.6691	1.6217	1.4887	1.5686	0.2694	0.2737	1.5673	1.7350	1.4257	1.7244	1.5883	0.2690	1.3203	1.6106	1.5922	0.2676	0.2775	1.5216	1.4771	0.9963	1.5992	1.0544	1.4850	0.2691	1.5362	1.6427	1.5285	1.6305	0.2675	1.5645	1.6572	1.5889	1.6028	1.5577	1.6163	0.2626	1.6492	1.6064	1.7017	1.4626	0.2579	1.4832	1.5659	1.6981	1.4645	1.6957	1.5971	0.2717	1.5811	0.2612	1.1933	1.5888	0.2716	1.5608	1.0101	1.5077	1.6199	1.4079	0.2645	0.2602	1.7259	0.2624	1.5809	1.5851	0.2528	1.5689	1.7243	1.5226	1.5911	1.5018	1.6546	0.2551	1.1873	0.2496	1.6457	1.4995	0.2643	1.4544	0.2707	1.6756	0.2566	1.6523	1.4147	1.5886	1.5518	0.2910	1.4219	1.6131	1.7721	0.2808
18:29:16	30.1	0.2853	1.5888	1.6533	1.6051	1.5946	1.6537	1.6702	1.6203	1.5077	1.5761	0.2697	0.2737	1.5663	1.7349	1.4252	1.7240	1.5898	0.2690	1.3159	1.6119	1.5928	0.2675	0.2777	1.5241	1.4912	0.9945	1.6000	1.0502	1.4809	0.2691	1.5350	1.6405	1.5234	1.6321	0.2677	1.5665	1.6582	1.5897	1.6034	1.5845	1.6181	0.2625	1.6492	1.6092	1.7027	1.4633	0.2579	1.4899	1.5768	1.6971	1.4638	1.6977	1.5945	0.2720	1.5898	0.2613	1.1853	1.5885	0.2716	1.5659	1.0061	1.5149	1.6207	1.3977	0.2640	0.2601	1.7260	0.2607	1.5857	1.5861	0.2528	1.5698	1.7253	1.5230	1.5905	1.5062	1.6556	0.2552	1.1805	0.2496	1.6488	1.4980	0.2644	1.4566	0.2708	1.6744	0.2566	1.6510	1.4129	1.5907	1.5522	0.2911	1.4050	1.6104	1.7734	0.2808
18:39:16	30.1	0.2853	1.5771	1.6541	1.5796	1.5959	1.6549	1.6722	1.6216	1.4939	1.5736	0.2694	0.2736	1.5834	1.7355	1.4230	1.7245	1.5910	0.2690	1.3127	1.6120	1.5957	0.2675	0.2776	1.5295	1.4800	0.9907	1.5997	1.0458	1.4765	0.2691	1.5267	1.6419	1.5169	1.6331	0.2676	1.5661	1.6578	1.5815	1.6024	1.5638	1.6178	0.2625	1.6505	1.6104	1.7037	1.4628	0.2579	1.4852	1.5792	1.6972	1.4662	1.6974	1.5966	0.2720	1.5817	0.2613	1.1795	1.5882	0.2717	1.5661	1.0029	1.4837	1.6205	1.3959	0.2668	0.2602	1.7259	0.2565	1.5802	1.5877	0.2527	1.5694	1.7270	1.5109	1.5901	1.5095	1.6576	0.2551	1.1735	0.2497	1.6532	1.4976	0.2644	1.4581	0.2708	1.6757	0.2567	1.6535	1.4110	1.5874	1.5540	0.2910	1.4035	1.6116	1.7740	0.2807
18:49:16	30.1	0.2853	1.5878	1.6553	1.5751	1.5991	1.6579	1.6742	1.6239	1.4968	1.5741	0.2696	0.2737	1.5551	1.7370	1.4208	1.7254	1.5928	0.2690	1.3160	1.6151	1.5958	0.2676	0.2776	1.5279	1.4632	0.9847	1.6008	1.0383	1.4766	0.2690	1.5205	1.6430	1.5213	1.6320	0.2676	1.5676	1.6593	1.5651	1.6055	1.5520	1.6187	0.2626	1.6516	1.6100	1.7037	1.4622	0.2580	1.4972	1.5617	1.6977	1.4589	1.6999	1.5976	0.2718	1.5806	0.2613	1.1711	1.5920	0.2716	1.5670	0.9991	1.4799	1.6237	1.3862	0.2641	0.2604	1.7277	0.2613	1.5862	1.5900	0.2527	1.5702	1.7286	1.5294	1.5901	1.4904	1.6572	0.2551	1.1642	0.2496	1.6557	1.4949	0.2643	1.4601	0.2707	1.6795	0.2566	1.6555	1.4095	1.5865	1.5539	0.2912	1.4001	1.6133	1.7753	0.2808
18:59:16	30.1	0.2855	1.5895	1.6557	1.5868	1.6004	1.6597	1.6738	1.6260	1.5282	1.5737	0.2697	0.2738	1.5598	1.7374	1.4201	1.7259	1.5944	0.2690	1.3191	1.6129	1.5957	0.2675	0.2778	1.5281	1.4595	0.9809	1.6021	1.0335	1.4733	0.2692	1.5654	1.6432	1.5221	1.6327	0.2676	1.5704	1.6608	1.5767	1.6056	1.5689	1.6192	0.2625	1.6526	1.6137	1.7054	1.4619	0.2581	1.4921	1.5829	1.6990	1.4596	1.6992	1.5986	0.2723	1.5807	0.2613	1.1639	1.5922	0.2717	1.5701	0.9982	1.4818	1.6241	1.3952	0.2653	0.2604	1.7277	0.2626	1.5843	1.5923	0.2528	1.5752	1.7286	1.5131	1.5934	1.5039	1.6585	0.2553	1.1561	0.2497	1.6581	1.4926	0.2644	1.4612	0.2709	1.6800	0.2567	1.6559	1.4094	1.5905	1.5586	0.2912	1.3968	1.6169	1.7746	0.2809
19:09:16	30.1	0.2851	1.5888	1.6566	1.6208	1.6020	1.6583	1.6762	1.6247	1.5251	1.5763	0.2695	0.2735	1.5864	1.7378	1.4209	1.7267	1.5930	0.2689	1.3236	1.6125	1.5955	0.2675	0.2777	1.5259	1.4622	0.9791	1.6018	1.0316	1.4718	0.2690	1.5675	1.6431	1.5235	1.6294	0.2675	1.5684	1.6616	1.5823	1.6047	1.5685	1.6203	0.2625	1.6529	1.6122	1.7058	1.4638	0.2579	1.4837	1.5634	1.6986	1.4579	1.7002	1.5970	0.2718	1.5866	0.2612	1.1559	1.5874	0.2715	1.5706	0.9935	1.4730	1.6249	1.3835	0.2649	0.2603	1.7282	0.2607	1.5877	1.5896	0.2528	1.5692	1.7306	1.5085	1.5942	1.4875	1.6598	0.2551	1.1490	0.2496	1.6551	1.4905	0.2643	1.4622	0.2706	1.6796	0.2564	1.6588	1.4089	1.5855	1.5591	0.2909	1.3921	1.6164	1.7746	0.2806
19:19:16	30.1	0.2854	1.5594	1.6583	1.5890	1.6051	1.6610	1.6778	1.6281	1.5805	1.5747	0.2696	0.2738	1.5557	1.7376	1.4197	1.7259	1.5949	0.2690	1.3469	1.6143	1.5989	0.2675	0.2778	1.5284	1.4596	0.9758	1.6011	1.0253	1.4638	0.2691	1.5317	1.6424	1.5350	1.6317	0.2677	1.5683	1.6610	1.5790	1.6066	1.5825	1.6230	0.2626	1.6531	1.6149	1.7063	1.4637	0.2582	1.5165	1.5763	1.6986	1.4584	1.6997	1.5995	0.2720	1.5793	0.2614	1.1479	1.5936	0.2716	1.5725	0.9927	1.4689	1.6260	1.3815	0.2640	0.2602	1.7278	0.2582	1.5874	1.5934	0.2529	1.5712	1.7304	1.4981	1.5956	1.4893	1.6625	0.2552	1.1422	0.2497	1.6506	1.4890	0.2644	1.4643	0.2709	1.6819	0.2566	1.6618	1.4084	1.5797	1.5638	0.2911	1.3863	1.6160	1.7750	0.2810
19:29:16	30.2	0.2853	1.5527	1.6597	1.5784	1.6082	1.6608	1.6773	1.6273	1.5237	1.5774	0.2694	0.2736	1.5577	1.7388	1.4163	1.7272	1.5955	0.2691	1.3517	1.6147	1.6019	0.2676	0.2777	1.5299	1.4514	0.9718	1.6010	1.0212	1.4640	0.2690	1.5328	1.6422	1.5288	1.6321	0.2677	1.5684	1.6621	1.5754	1.6045	1.5605	1.6226	0.2626	1.6549	1.6147	1.7071	1.4638	0.2579	1.4997	1.5782	1.6984	1.4592	1.7005	1.6010	0.2719	1.5739	0.2612	1.1408	1.5946	0.2715	1.5739	0.9891	1.4671	1.6268	1.3901	0.2645	0.2602	1.7285	0.2615	1.5921	1.5924	0.2526	1.5695	1.7308	1.5050	1.5941	1.4847	1.6604	0.2551	1.1355	0.2497	1.6570	1.4878	0.2644	1.4658	0.2708	1.6819	0.2566	1.6600	1.4068	1.5714	1.5589	0.2911	1.3795	1.6170	1.7752	0.2811
19:39:16	30.2	0.2852	1.5660	1.6594	1.5839	1.6065	1.6617	1.6781	1.6281	1.5649	1.5802	0.2695	0.2736	1.5588	1.7389	1.4164	1.7266	1.5962	0.2690	1.3638	1.6163	1.6005	0.2675	0.2777	1.5293	1.4523	0.9698	1.6027	1.0170	1.4584	0.2690	1.5702	1.6422	1.5370	1.6332	0.2676	1.5698	1.6616	1.5882	1.6041	1.5780	1.6249	0.2624	1.6548	1.6152	1.7090	1.4632	0.2578	1.4744	1.5700	1.6983	1.4713	1.7003	1.5998	0.2719	1.5755	0.2612	1.1324	1.5956	0.2716	1.5731	0.9866	1.4651	1.6275	1.3922	0.2639	0.2601	1.7291	0.2598	1.5926	1.5931	0.2526	1.5704	1.7326	1.5019	1.5935	1.4821	1.6598	0.2551	1.1290	0.2495	1.6527	1.4860	0.2644	1.4663	0.2708	1.6828	0.2564	1.6625	1.4062	1.5732	1.5655	0.2910	1.3724	1.6165	1.7768	0.2807
19:49:16	30.2	0.2853	1.5888	1.6607	1.5896	1.6052	1.6626	1.6792	1.6269	1.5671	1.5831	0.2696	0.2739	1.5555	1.7393	1.4157	1.7274	1.5973	0.2690	1.4500	1.6155	1.6027	0.2676	0.2778	1.5328	1.4464	0.9687	1.6010	1.0147	1.4592	0.2692	1.5324	1.6420	1.5262	1.6320	0.2676	1.5671	1.6620	1.5765	1.6065	1.5714	1.6245	0.2625	1.6570	1.6146	1.7083	1.4625	0.2580	1.4650	1.5723	1.6984	1.4626	1.7008	1.5997	0.2718	1.5779	0.2613	1.1244	1.5954	0.2716	1.5747	0.9806	1.4550	1.6286	1.3875	0.2650	0.2604	1.7303	0.2570	1.5927	1.5947	0.2528	1.5732	1.7307	1.4947	1.5938	1.4827	1.6635	0.2552	1.1202	0.2497	1.6517	1.4847	0.2643	1.4666	0.2707	1.6806	0.2564	1.6617	1.4052	1.5669	1.5674	0.2911	1.3709	1.6165	1.7757	0.2810
19:59:16	30.2	0.2853	1.6056	1.6623	1.5900	1.6054	1.6639	1.6780	1.6285	1.5469	1.5835	0.2695	0.2736	1.5630	1.7403	1.4147	1.7274	1.5974	0.2690	1.4329	1.6155	1.6042	0.2676	0.2777	1.5306	1.4749	0.9655	1.6014	1.0108	1.4576	0.2691	1.5663	1.6432	1.5290	1.6336	0.2677	1.5676	1.6621	1.6005	1.6068	1.5584	1.6257	0.2625	1.6559	1.6147	1.7105	1.4615	0.2579	1.4678	1.5767	1.6992	1.4661	1.7013	1.6012	0.2718	1.5767	0.2613	1.1156	1.5958	0.2716	1.5776	0.9745	1.4534	1.6289	1.3942	0.2640	0.2603	1.7316	0.2621	1.5961	1.5970	0.2528	1.5781	1.7309	1.4950	1.5932	1.5007	1.6658	0.2552	1.1127	0.2496	1.6522	1.4849	0.2643	1.4686	0.2707	1.6844	0.2565	1.6634	1.4050	1.5641	1.5687	0.2912	1.3707	1.6165	1.7751	0.2808
20:09:16	30.1	0.2852	1.5765	1.6631	1.5872	1.6068	1.6640	1.6796	1.6262	1.5813	1.5821	0.2695	0.2739	1.5515	1.7403	1.4151	1.7280	1.5964	0.2691	1.3959	1.6150	1.6032	0.2676	0.2778	1.5319	1.4454	0.9661	1.6017	1.0058	1.4588	0.2693	1.5459	1.6415	1.5347	1.6354	0.2676	1.5667	1.6620	1.5968	1.6062	1.5959	1.6257	0.2626	1.6568	1.6151	1.7122	1.4629	0.2581	1.4585	1.5674	1.7000	1.4683	1.7014	1.6017	0.2719	1.5749	0.2614	1.1099	1.5962	0.2716	1.5759	0.9726	1.4515	1.6297	1.3954	0.2662	0.2604	1.7313	0.2613	1.5997	1.5964	0.2528	1.5736	1.7331	1.4997	1.5924	1.4842	1.6662	0.2554	1.1064	0.2497	1.6534	1.4858	0.2644	1.4695	0.2709	1.6837	0.2566	1.6652	1.4063	1.5650	1.5698	0.2912	1.3685	1.6182	1.7751	0.2810
20:19:16	30.2	0.2853	1.5882	1.6650	1.6034	1.6051	1.6654	1.6777	1.6269	1.5828	1.5866	0.2694	0.2738	1.5703	1.7408	1.4148	1.7280	1.5975	0.2690	1.4278	1.6162	1.6047	0.2675	0.2775	1.5365	1.4347	0.9617	1.6004	1.0020	1.4536	0.2690	1.5418	1.6407	1.5324	1.6384	0.2675	1.5669	1.6616	1.5928	1.6073	1.5616	1.6275	0.2627	1.6594	1.6155	1.7121	1.4621	0.2579	1.4601	1.5617	1.6976	1.4688	1.7017	1.6013	0.2718	1.5732	0.2613	1.0995	1.5970	0.2716	1.5799	0.9666	1.4645	1.6297	1.4017	0.2637	0.2602	1.7332	0.2576	1.6019	1.5928	0.2526	1.5732	1.7342	1.4949	1.5904	1.4782	1.6680	0.2552	1.0987	0.2498	1.6534	1.4818	0.2644	1.4703	0.2709	1.6878	0.2565	1.6673	1.4065	1.5604	1.5705	0.2912	1.3653	1.6180	1.7751	0.2809
20:29:16	30.2	0.2852	1.5791	1.6659	1.5814	1.6083	1.6659	1.6796	1.6276	1.5435	1.5852	0.2694	0.2737	1.5583	1.7406	1.4154	1.7284	1.5981	0.2687	1.4309	1.6163	1.6027	0.2674	0.2776	1.5345	1.4377	0.9600	1.5996	0.9996	1.4548	0.2690	1.5392	1.6421	1.5292	1.6384	0.2674	1.5683	1.6610	1.5928	1.6075	1.5710	1.6282	0.2625	1.6587	1.6186	1.7123	1.4630	0.2578	1.4660	1.5720	1.6989	1.4690	1.7008	1.6016	0.2718	1.5703	0.2613	1.0924	1.5968	0.2714	1.5763	0.9633	1.4419	1.6299	1.4037	0.2666	0.2601	1.7327	0.2600	1.5947	1.5888	0.2528	1.5716	1.7354	1.4840	1.5924	1.4773	1.6684	0.2551	1.0930	0.2497	1.6527	1.4816	0.2644	1.4713	0.2708	1.6862	0.2564	1.6672	1.4071	1.5465	1.5734	0.2912	1.3660	1.6177	1.7746	0.2808
